YEAR,MONTH,PROVINCE,DISTRICT,TYPE OF LOCALITY,LATITUDE,LONGITUDE,SEX,AGE,CENSUS,CASES,DEATHS
2007,JUN,MATABELELAND SOUTH,INSIZA,COMMUNAL,-20.05913359,29.62914134,FEMALE,ADULT,1,0,0
2007,FEB,MIDLANDS,MVUMA,RESETTLEMENT,-19.3999321,30.37123556,ALL,ADULT,645,9,2
2000,APR,MATABELELAND SOUTH,GWANDA,COMMUNAL,-20.74618095,28.88052955,ALL,ADULT,12,5,0
2000,APR,MATABELELAND SOUTH,GWANDA,COMMUNAL,-19.89548753,29.0230592,ALL,ADULT,10,3,0
2007,FEB,MIDLANDS,MBERENGWA,COMMUNAL,-20.86127954,30.27558733,ALL,ALL,1768,27,4
2007,FEB,MIDLANDS,MVUMA,RESETTLEMENT,-19.78842308,30.38391871,ALL,ADULT,908,13,1
2000,APR,MASHONALAND WEST,KADOMA,RESETTLEMENT,-18.92943436,29.69164435,ALL,ALL,1376,98,2
2000,APR,MASHONALAND WEST,KADOMA,COMMUNAL,-18.47264032,30.58820041,ALL,ALL,1667,7,0
2007,JUN,MATABELELAND SOUTH,GWANDA,COMMERCIAL,#REF!,#REF!,all,ADULT,87,2,0
2000,APR,MANICALAND,MAKONI,COMMUNAL,#INVALID MGRS GRID REFERENCE,#INVALID MGRS GRID REFERENCE,ALL,ADULT,158,4,0
2000,APR,MASHONALAND WEST,KADOMA,RESETTLEMENT,-18.72180545,29.68645286,ALL,ALL,1675,57,1
2000,APR,MASHONALAND WEST,KADOMA,RESETTLEMENT,-17.57666663,29.54945245,MALE,ADULT,1400,2,0
2007,FEB,MASVINGO,CHIVI,COMMUNAL,-20.08984791,30.62652783,FEMALE,ADULT,6,,0
2007,JUN,MATABELELAND SOUTH,GWANDA,COMMERCIAL,-21.37907402,29.5219624,all,ADULT,34,4,0
2000,APR,MASHONALAND WEST,KADOMA,RESETTLEMENT,-18.46101394,29.60760903,ALL,ALL,1061,19,0
2000,APR,MATABELELAND SOUTH,GWANDA,COMMUNAL,-21.67745963,29.49423195,FEMALE,ADULT,6,1,0
2000,APR,MIDLANDS,ZVISHAVANE,COMMUNAL,-19.95706293,29.80795275,ALL,ADULT,918,2,0
2007,JUN,MATABELELAND SOUTH,BEITBRIDGE,COMMUNAL,-17.79761057,24.10154935,FEMALE,ADULT,42,1,0
2007,JUN,MATABELELAND SOUTH,GWANDA,RESETTLEMENT,-20.8841839,29.40119126,MALE,ADULT,14,1,0
2000,APR,MASHONALAND WEST,KADOMA,COMMUNAL,-18.47264032,30.58820041,ALL,ALL,1667,2,0
2007,JUN,MATABELELAND SOUTH,GWANDA,COMMUNAL,-20.60706969,29.18777391,FEMALE,ADULT,8,3,0
2000,APR,MATABELELAND SOUTH,GWANDA,COMMUNAL,-20.89165666,28.79206835,ALL,ADULT,7,6,5
2007,JUN,MATABELELAND SOUTH,GWANDA,COMMUNAL,-20.60706969,29.18777391,all,ADULT,34,5,0
2000,APR,MATABELELAND SOUTH,GWANDA,COMMUNAL,-20.73775942,28.82377794,ALL,ADULT,9,3,0
2000,APR,MATABELELAND SOUTH,GWANDA,COMMUNAL,-21.22099141,29.20439647,ALL,ADULT,8,4,0
2000,APR,MATABELELAND SOUTH,GWANDA,COMMUNAL,-19.89548753,29.0230592,ALL,ADULT,35,2,0
2007,JUN,MATABELELAND SOUTH,GWANDA,RESETTLEMENT,-21.4660624,29.10868101,MALE,ADULT,20,2,1
2000,APR,MATABELELAND SOUTH,GWANDA,COMMUNAL,-19.89548753,29.0230592,ALL,ADULT,19,3,0
2007,JUN,MATABELELAND SOUTH,INSIZA,RESETTLEMENT,-19.79522352,29.10098178,FEMALE,ADULT,3,1,0
2000,APR,MATABELELAND SOUTH,GWANDA,COMMUNAL,-20.72419104,29.21048325,ALL,ADULT,9,2,0
2007,JUN,MATABELELAND SOUTH,GWANDA,RESETTLEMENT,-21.28197152,29.36906723,MALE,JUVENILE,52,1,0
2007,JUN,MATABELELAND SOUTH,GWANDA,RESETTLEMENT,-21.37899231,28.83264159,all,ADULT,248,8,8
2007,JUN,MATABELELAND SOUTH,GWANDA,RESETTLEMENT,-21.12074027,29.27313777,all,ALL,57,4,0
2000,APR,MASHONALAND WEST,KADOMA,COMMERCIAL,-18.30530419,29.76223282,FEMALE,ADULT,138,4,0
2007,JUN,MATABELELAND SOUTH,GWANDA,COMMUNAL,-20.93395024,29.04727957,FEMALE,ADULT,3,1,0
2000,MAY,MATABELELAND SOUTH,GWANDA,COMMERCIAL,-20.88296443,28.75925005,ALL,ADULT,23,3,0
2007,FEB,MIDLANDS,GWERU,COMMUNAL,-19.36389858,29.62262982,FEMALE,ADULT,1348,1,0
2007,FEB,MIDLANDS,SHURUGWI,COMMERCIAL,-19.74193304,30.71261641,FEMALE,JUVENILE,63,1,0
2007,JUN,MATABELELAND SOUTH,INSIZA,COMMUNAL,#INVALID MGRS GRID REFERENCE,#INVALID MGRS GRID REFERENCE,all,ADULT,16,2,1
2000,MAY,MANICALAND,BUHERA,COMMUNAL,-19.81879457,31.43518529,MALE,ADULT,10,1,0
2000,MAY,MASHONALAND WEST,KADOMA,COMMUNAL,-18.47264032,30.58820041,ALL,ALL,1667,8,2
2007,JUN,MATABELELAND SOUTH,INSIZA,RESETTLEMENT,-20.77616278,29.37640703,FEMALE,ADULT,32,1,0
2007,JUN,MATABELELAND SOUTH,GWANDA,COMMUNAL,-20.26480991,29.11019109,FEMALE,ADULT,18,3,0
2007,JUN,MATABELELAND SOUTH,GWANDA,COMMUNAL,-21.08779175,29.02243639,all,ADULT,30,4,0
2007,MAR,MIDLANDS,GWERU,COMMUNAL,-19.23847436,30.62133793,ALL,ALL,49,6,0
2007,JUN,MATABELELAND SOUTH,BEITBRIDGE,COMMUNAL,-22.04612377,30.40736655,all,ALL,50,7,0
2007,MAR,MIDLANDS,GOKWE,COMMUNAL,-18.11201745,29.35683918,FEMALE,ADULT,5,1,0
2007,JUN,MATABELELAND SOUTH,INSIZA,COMMUNAL,-20.69233619,29.55450507,all,ADULT,10,2,0
2007,JUN,MATABELELAND SOUTH,INSIZA,COMMUNAL,#INVALID MGRS GRID REFERENCE,#INVALID MGRS GRID REFERENCE,MALE,ADULT,6,1,0
2000,MAY,MATEBELELAND NORTH,BINGA,COMMUNAL,-17.74585142,27.60463746,ALL,ALL,12,6,0
2007,MAR,MASHONALAND WEST,CHEGUTU,RESETTLEMENT,-31.53525747,23.83532362,ALL,ADULT,896,,0
2000,MAY,MATABELELAND SOUTH,MATOBO,COMMUNAL,-21.06709997,28.38412435,FEMALE,ADULT,100,1,0
2000,MAY,MATABELELAND SOUTH,GWANDA,COMMUNAL,-20.88009782,29.01869065,ALL,ADULT,27,2,0
2000,MAY,MANICALAND,CHIPINGE,COMMUNAL,-20.17758529,32.57032534,ALL,ALL,1196,5,0
2000,MAY,MANICALAND,MUTARE,COMMUNAL,#INVALID MGRS GRID REFERENCE,#INVALID MGRS GRID REFERENCE,FEMALE,ADULT,6,1,0
2000,MAY,MASHONALAND WEST,KADOMA,COMMUNAL,-18.41926127,30.65328748,ALL,ALL,3827,5,0
2007,JUL,MATABELELAND SOUTH,GWANDA,COMMUNAL,-21.20738672,28.83145933,FEMALE,JUVENILE,6,2,0
2011,MAY,MIDLANDS,CHIRUMANZU,RESETTLEMENT,-19.24669276,30.39079962,ALL,ADULT,23,3,1
2011,MAY,MIDLANDS,CHIRUMANZU,RESETTLEMENT,-19.09302813,30.38086069,ALL,ADULT,10,2,0
2000,MAY,MASVINGO,GUTU,COMMERCIAL,-19.51248701,31.54101845,ALL,ADULT,1571,8,1
2000,MAY,MATABELELAND SOUTH,GWANDA,COMMUNAL,-21.08149791,28.7779748,ALL,ADULT,3,3,0
2000,MAY,MASHONALAND WEST,KADOMA,COMMUNAL,-18.75257914,30.58330249,ALL,ALL,3632,2,0
2007,MAR,MIDLANDS,MBERENGWA,COMMUNAL,-20.53691175,30.31870031,MALE,ADULT,2075,1,0
2007,JUL,MATABELELAND SOUTH,GWANDA,COMMUNAL,-20.5619202,29.18704378,FEMALE,ADULT,8,3,0
2007,MAR,MIDLANDS,ZVISHAVANE,RESETTLEMENT,-20.30976171,30.22792898,FEMALE,ADULT,10,1,0
2007,JUL,MATABELELAND SOUTH,BEITBRIDGE,COMMUNAL,-22.47424392,29.34510688,all,ALL,25,3,0
2000,MAY,MATABELELAND SOUTH,INSIZA,RESETTLEMENT,-20.2460958,29.16346934,ALL,ADULT,14,2,0
2000,MAY,MATABELELAND SOUTH,INSIZA,RESETTLEMENT,-20.51688968,29.17683664,FEMALE,ADULT,15,1,0
2000,MAY,MATABELELAND SOUTH,GWANDA,COMMUNAL,-21.12387943,29.02580336,MALE,ADULT,15,1,0
2000,MAY,MATABELELAND SOUTH,MATOBO,COMMUNAL,-20.88611134,28.42090788,MALE,ADULT,14,1,0
2007,JUL,MATABELELAND SOUTH,GWANDA,COMMERCIAL,#REF!,#REF!,all,ADULT,63,5,0
2007,JUL,MATABELELAND SOUTH,MATOBO,COMMUNAL,-20.97684159,28.3736733,FEMALE,ADULT,10,1,0
2000,MAY,MASVINGO,MWENEZI,COMMUNAL,-20.86522675,30.53580243,ALL,ADULT,40,5,0
2000,MAY,MASVINGO,MWENEZI,COMMUNAL,-21.63412071,30.62920212,ALL,ADULT,46,2,0
2000,MAY,MASVINGO,GUTU,COMMERCIAL,-19.74741468,31.54176777,ALL,ADULT,1336,11,0
2000,MAY,MATABELELAND SOUTH,GWANDA,COMMUNAL,-21.08779175,29.02243639,MALE,ADULT,10,1,0
2000,MAY,MATABELELAND SOUTH,MATOBO,COMMERCIAL,-21.33727071,28.48402131,ALL,ADULT,630,3,0
2007,JUL,MATABELELAND SOUTH,GWANDA,COMMUNAL,-20.24168454,29.49549,FEMALE,ADULT,11,2,0
2007,MAR,MIDLANDS,GOKWE,COMMERCIAL,-18.53082825,29.07559806,ALL,ADULT,10,5,2
2000,MAY,MATABELELAND SOUTH,MATOBO,COMMUNAL,-21.15620853,28.52746716,ALL,ADULT,11,13,2
2007,MAR,MASHONALAND WEST,CHEGUTU,RESETTLEMENT,-18.65868736,30.32033104,ALL,ADULT,1508,,1
2000,MAY,MASHONALAND WEST,KADOMA,COMMUNAL,-18.41926127,30.65328748,FEMALE,ADULT,3827,1,0
2000,MAY,MASVINGO,MWENEZI,COMMUNAL,-21.4831338,30.20821993,MALE,ADULT,4,1,0
2000,MAY,MASVINGO,GUTU,COMMERCIAL,-19.31482877,31.68934958,ALL,ADULT,695,4,0
2000,MAY,MASVINGO,MWENEZI,COMMUNAL,-20.86522675,30.53580243,FEMALE,ADULT,12,1,0
2000,MAY,MATABELELAND SOUTH,GWANDA,COMMUNAL,-20.20268387,29.01647538,ALL,ADULT,5,2,1
2007,MAR,MIDLANDS,GOKWE,COMMUNAL,-18.26722559,28.21179645,FEMALE,ADULT,9,1,0
2000,MAY,MASVINGO,MWENEZI,COMMUNAL,-20.80790787,30.3264564,FEMALE,ADULT,14,2,0
2000,MAY,MASVINGO,MWENEZI,COMMERCIAL,-21.16884732,30.95825703,ALL,ALL,257,6,0
2000,MAY,MATEBELELAND NORTH,BINGA,COMMUNAL,-17.27643955,27.33217038,FEMALE,ADULT,64,5,1
2000,MAY,MATABELELAND SOUTH,GWANDA,COMMUNAL,-19.97833105,28.88270688,ALL,ADULT,8,1,0
2007,JUL,MATABELELAND SOUTH,GWANDA,COMMUNAL,-20.5619202,29.18704378,all,ALL,16,1,0
2007,MAR,MASVINGO,GUTU,COMMUNAL,-19.87312442,31.44895738,ALL,ADULT,1732,,0
2000,MAY,MATABELELAND SOUTH,GWANDA,COMMUNAL,-21.57249285,29.25697603,ALL,ADULT,7,2,0
2000,MAY,MASVINGO,MWENEZI,COMMERCIAL,-20.93408952,30.96435981,ALL,ALL,1787,15,2
2000,MAY,MATABELELAND SOUTH,GWANDA,COMMUNAL,-21.60528617,28.78807815,FEMALE,ADULT,12,1,0
2000,MAY,MATABELELAND SOUTH,MATOBO,COMMUNAL,-21.24677938,28.50142029,ALL,ADULT,1,1,0
2000,MAY,MATABELELAND SOUTH,MATOBO,COMMUNAL,-21.15620853,28.52746716,ALL,ADULT,4,4,0
2000,MAY,MATABELELAND SOUTH,GWANDA,COMMUNAL,-20.76266335,29.01996872,ALL,ADULT,15,6,0
2000,MAY,MATABELELAND SOUTH,GWANDA,COMMUNAL,-20.30207391,29.01393943,ALL,ADULT,23,5,2
2000,MAY,MASVINGO,GUTU,COMMERCIAL,-19.20578994,31.6074541,ALL,ADULT,1320,6,0
2000,MAY,MATABELELAND SOUTH,GWANDA,COMMUNAL,-21.15235855,28.90678297,MALE,ADULT,18,4,0
2007,JUL,MATABELELAND SOUTH,GWANDA,COMMUNAL,-20.60706969,29.18777391,all,ADULT,9,2,0
2000,MAY,MASVINGO,MWENEZI,COMMUNAL,-20.89290213,30.57669541,ALL,ADULT,13,4,0
2007,JUL,MATABELELAND SOUTH,GWANDA,COMMUNAL,-20.5619202,29.18704378,all,ALL,3,1,0
2007,JUL,MATABELELAND SOUTH,GWANDA,COMMUNAL,-20.5619202,29.18704378,all,ADULT,14,1,1
2000,MAY,MATABELELAND SOUTH,MATOBO,COMMERCIAL,-20.1622457,28.55009182,MALE,ADULT,392,1,0
2000,MAY,MATABELELAND SOUTH,MATOBO,COMMERCIAL,#INVALID MGRS GRID REFERENCE,#INVALID MGRS GRID REFERENCE,ALL,ADULT,248,5,0
2000,MAY,MATABELELAND SOUTH,GWANDA,COMMERCIAL,-21.24066549,29.07745634,ALL,ADULT,108,2,0
2007,MAR,MIDLANDS,MVUMA,RESETTLEMENT,-19.52486535,30.95399886,ALL,ADULT,645,2,0
2007,MAR,MIDLANDS,GOKWE,COMMERCIAL,-17.85285254,29.11285758,ALL,ADULT,19,6,0
2011,APR,MATEBELELAND NORTH,NKAYI,COMMUNAL,-16.99189703,30.6455456,MALE,JUVENILE,9,2,0
2011,APR,MATEBELELAND NORTH,NKAYI,COMMUNAL,-21.51315974,30.38996933,FEMALE,ADULT,6,2,0
2007,JUL,MATABELELAND SOUTH,GWANDA,COMMERCIAL,-21.24373052,28.81171553,FEMALE,ADULT,25,4,0
2000,MAY,MASVINGO,MWENEZI,COMMUNAL,-20.42338952,29.41785185,ALL,ALL,20,20,0
2011,APR,MATEBELELAND NORTH,NKAYI,COMMUNAL,-21.60538812,29.48333941,ALL,ALL,31,11,2
2011,APR,MATEBELELAND NORTH,NKAYI,COMMUNAL,-20.57108319,29.17663564,FEMALE,ADULT,3,3,2
2000,MAY,MATABELELAND SOUTH,GWANDA,COMMUNAL,-17.25313232,30.61883836,ALL,ALL,115,20,0
2007,JUL,MATABELELAND SOUTH,INSIZA,RESETTLEMENT,-20.57108319,29.17663564,All,ALL,910,9,1
2000,MAY,MATABELELAND SOUTH,GWANDA,COMMUNAL,-20.77616278,29.37640703,ALL,ALL,3,2,0
2011,APR,MATEBELELAND NORTH,NKAYI,COMMUNAL,-21.38021796,30.55527999,MALE,ADULT,8,2,0
2000,MAY,MATABELELAND SOUTH,GWANDA,COMMUNAL,-21.99781818,29.78540905,FEMALE,ADULT,37,2,0
2007,MAR,MASHONALAND WEST,CHEGUTU,RESETTLEMENT,-16.4427796,30.8272893,ALL,ALL,1176,,0
2011,APR,MATEBELELAND NORTH,NKAYI,COMMUNAL,-20.09632884,32.60305938,MALE,ADULT,17,7,0
2000,MAY,MATABELELAND SOUTH,GWANDA,COMMUNAL,-19.62531214,32.26183958,FEMALE,ADULT,3,3,0
2007,JUL,MATABELELAND SOUTH,INSIZA,RESETTLEMENT,-20.62632192,30.26249348,FEMALE,ADULT,4,2,1
2011,APR,MATEBELELAND NORTH,NKAYI,COMMUNAL,-20.70781573,29.07491243,ALL,ADULT,11,4,0
2011,APR,MATEBELELAND NORTH,NKAYI,COMMUNAL,-20.5619202,29.18704378,ALL,ADULT,14,6,2
2000,MAY,MASVINGO,MWENEZI,COMMUNAL,-20.33137716,29.53799344,ALL,ALL,30,22,0
2011,APR,MATEBELELAND NORTH,NKAYI,COMMUNAL,-19.02850278,29.00195911,ALL,ADULT,14,7,1
2011,APR,MATEBELELAND NORTH,NKAYI,COMMUNAL,-16.77184659,31.22404747,ALL,ALL,23,3,0
2011,APR,MATEBELELAND NORTH,NKAYI,COMMUNAL,-20.77884815,29.17382883,MALE,ADULT,19,1,0
2007,AUG,MATABELELAND SOUTH,BEITBRIDGE,RESETTLEMENT,-20.97684159,28.3736733,all,ALL,30,4,0
2011,APR,MATEBELELAND NORTH,NKAYI,COMMUNAL,-20.26784717,30.44014417,FEMALE,ADULT,8,2,0
2011,APR,MATEBELELAND NORTH,NKAYI,COMMUNAL,-22.47411995,31.37884668,FEMALE,ADULT,12,2,0
2011,APR,MATEBELELAND NORTH,NKAYI,COMMUNAL,-21.06363554,28.75843104,MALE,ADULT,11,1,0
2000,MAY,MANICALAND,CHIPINGE,COMMERCIAL,-20.88009782,29.01869065,MALE,ADULT,2,1,0
2011,APR,MATEBELELAND NORTH,NKAYI,COMMUNAL,-21.67745963,29.49423195,FEMALE,ADULT,16,1,0
2000,MAY,MANICALAND,MUTARE,COMMUNAL,-22.3313652,30.18775281,ALL,ADULT,24,2,0
2007,MAR,MIDLANDS,ZVISHAVANE,COMMUNAL,-19.96150217,28.76214295,ALL,ALL,23,2,0
2000,MAY,MATABELELAND SOUTH,GWANDA,COMMUNAL,-17.34853671,32.55390135,FEMALE,ADULT,16,1,0
2000,MAY,MATABELELAND SOUTH,GWANDA,COMMUNAL,-18.01585016,30.92212422,ALL,ADULT,26,3,0
2007,AUG,MATABELELAND SOUTH,INSIZA,COMMERCIAL,-21.34365509,30.524999,FEMALE,ADULT,9,1,1
2000,MAY,MATABELELAND SOUTH,GWANDA,COMMERCIAL,-20.88296443,28.75925005,ALL,ADULT,46,6,0
2000,MAY,MATABELELAND SOUTH,GWANDA,COMMUNAL,-20.76266335,29.01996872,FEMALE,ADULT,55,2,0
2007,AUG,MATABELELAND SOUTH,MATOBO,COMMUNAL,-19.07266093,29.77659823,all,ADULT,20,3,0
2007,MAR,MASVINGO,CHIVI,COMMUNAL,-17.45691012,32.51029049,ALL,ALL,1912,,0
2007,MAR,MASVINGO,CHIREDZI,COMMUNAL,-17.45691012,32.51029049,ALL,ALL,805,,0
2000,MAY,MATABELELAND SOUTH,GWANDA,COMMERCIAL,-17.57472767,32.65417221,ALL,ADULT,76,2,0
2000,MAY,MATABELELAND SOUTH,GWANDA,COMMUNAL,-21.32984538,29.16738077,FEMALE,ADULT,12,3,0
2000,MAY,MATABELELAND SOUTH,GWANDA,COMMUNAL,-19.89296453,31.66746659,FEMALE,ADULT,13,2,0
2000,MAY,MATABELELAND SOUTH,GWANDA,COMMUNAL,-20.70781573,29.07491243,FEMALE,ADULT,3,1,0
2000,MAY,MATABELELAND SOUTH,BEITBRIDGE,COMMUNAL,-16.58502703,30.61586863,ALL,ADULT,1,1,0
2007,AUG,MATABELELAND SOUTH,UMZINGWANE,COMMUNAL,-19.96150217,28.76214295,MALE,ADULT,12,1,0
2000,MAY,MANICALAND,NYANGA,COMMUNAL,-17.34853671,32.55390135,ALL,ALL,300,5,0
2000,MAY,MASVINGO,MWENEZI,COMMUNAL,-21.34365509,30.524999,ALL,ADULT,4,4,0
2000,MAY,MATABELELAND SOUTH,GWANDA,COMMERCIAL,-20.88296443,28.75925005,ALL,ALL,53,18,3
2007,MAR,MASVINGO,CHIREDZI,COMMERCIAL,-22.52869308,31.41709634,ALL,ALL,649,,0
2000,MAY,MATABELELAND SOUTH,GWANDA,COMMUNAL,-20.76266335,29.01996872,ALL,ADULT,12,3,0
2007,MAR,MIDLANDS,KWEKWE,COMMERCIAL,-19.07266093,29.77659823,MALE,ADULT,42,2,1
2000,MAY,MANICALAND,MAKONI,RESETTLEMENT,-17.45691012,32.51029049,MALE,ADULT,8,1,0
2000,MAY,MANICALAND,MAKONI,RESETTLEMENT,-17.45691012,32.51029049,MALE,ADULT,8,1,0
2000,MAY,MANICALAND,NYANGA,COMMUNAL,-17.57472767,32.65417221,ALL,ALL,2000,3,0
2007,AUG,MATABELELAND SOUTH,GWANDA,COMMERCIAL,-21.32984538,29.16738077,MALE,ADULT,64,1,0
2000,MAY,MANICALAND,BUHERA,COMMUNAL,-19.89296453,31.66746659,MALE,ADULT,17,2,1
2000,MAY,MATABELELAND SOUTH,GWANDA,COMMUNAL,-20.70781573,29.07491243,FEMALE,ALL,56,2,0
2000,MAY,MIDLANDS,SHURUGWI,COMMUNAL,-32.81356461,23.7587263,ALL,ADULT,1550,13,3
2007,MAR,MASVINGO,BIKITA,COMMERCIAL,-20.65960306,31.50258399,MALE,ADULT,839,,0
2000,JUN,MANICALAND,NYANGA,RESETTLEMENT,-18.01775504,32.71376828,ALL,ALL,120,2,1
2000,JUN,MASVINGO,MWENEZI,COMMUNAL,-21.42649199,30.63357407,FEMALE,ADULT,38,6,0
2000,JUN,MATABELELAND SOUTH,BEITBRIDGE,COMMUNAL,-22.31388521,30.22102833,ALL,ADULT,5,5,0
2007,MAR,MASVINGO,BIKITA,COMMERCIAL,-20.02701065,31.48285797,MALE,ADULT,1136,,0
2000,JUN,MANICALAND,BUHERA,COMMUNAL,-19.30683541,31.84362381,MALE,ADULT,23,1,0
2000,JUN,MASVINGO,MWENEZI,COMMUNAL,-21.34365509,30.524999,ALL,ADULT,61,7,0
2000,JUN,MANICALAND,NYANGA,COMMUNAL,-17.83683006,32.63103006,ALL,ALL,200,8,0
2007,MAR,MASHONALAND WEST,CHEGUTU,RESETTLEMENT,-31.41376871,23.66698647,FEMALE,ADULT,26,,0
2000,JUN,MANICALAND,NYANGA,COMMUNAL,-17.97245191,32.64870327,ALL,ALL,100,4,0
2000,JUN,MASHONALAND EAST,MARONDERA,COMMERCIAL,-18.17520567,31.55069273,ALL,ALL,450,18,3
2007,MAR,MIDLANDS,GOKWE,COMMUNAL,#INVALID MGRS GRID REFERENCE,#INVALID MGRS GRID REFERENCE,ALL,ADULT,12,3,0
2000,JUN,MASHONALAND WEST,KADOMA,COMMUNAL,-18.41926127,30.65328748,ALL,ALL,3826,5,0
2007,MAR,MIDLANDS,GWERU,COMMUNAL,-19.2105351,29.61163285,ALL,ADULT,1071,3,0
2000,JUN,MASHONALAND WEST,KADOMA,COMMUNAL,-18.16692867,30.70203603,ALL,ALL,2910,7,1
2000,JUN,MASVINGO,ZAKA,COMMUNAL,-20.76966781,31.70605804,ALL,ADULT,13,3,1
2011,MAR,MATEBELELAND NORTH,NKAYI,COMMUNAL,-21.5871821,28.79172804,FEMALE,ADULT,11,1,0
2000,JUN,MATABELELAND SOUTH,GWANDA,COMMUNAL,-16.60484842,30.77393572,MALE,ADULT,11,2,0
2000,JUN,MATABELELAND SOUTH,GWANDA,COMMUNAL,-18.19854723,32.72016036,FEMALE,ADULT,30,1,0
2000,JUN,MANICALAND,NYANGA,COMMUNAL,-17.99461952,30.64578274,ALL,ALL,23,4,0
2007,MAR,MIDLANDS,GOKWE,COMMUNAL,-18.43942491,30.8294851,FEMALE,ADULT,6,1,0
2009,MAR,MIDLANDS,CHIRUMANZU,RESETTLEMENT,-17.17646749,31.00691641,MALE,ADULT,500,2,0
2009,MAY,MIDLANDS,CHIRUMANZU,RESETTLEMENT,-20.0792256,30.51102067,FEMALE,ADULT,730,2,0
2007,MAR,MASVINGO,CHIVI,COMMUNAL,-18.23348043,32.2604365,ALL,ALL,1315,,5
2000,JUN,MANICALAND,MAKONI,RESETTLEMENT,-18.12714588,31.209,ALL,ADULT,123,6,0
2000,JUN,MASHONALAND EAST,MARONDERA,COMMUNAL,-20.06286498,31.4500072,ALL,ALL,3500,35,0
2007,MAR,MASVINGO,BIKITA,COMMERCIAL,-21.64565408,30.81155549,FEMALE,ADULT,1069,,0
2000,JUN,MASVINGO,MWENEZI,COMMERCIAL,-20.37900648,30.63840263,ALL,ALL,29,6,0
2007,MAR,MASVINGO,CHIVI,COMMUNAL,-20.66834125,31.46886642,ALL,ALL,1323,,0
2000,JUN,MASVINGO,ZAKA,COMMUNAL,-20.66834125,31.46886642,FEMALE,ADULT,13,2,0
2009,JUN,MIDLANDS,CHIRUMANZU,COMMUNAL,#REF!,#REF!,MALE,ADULT,225,3,0
2007,MAR,MIDLANDS,GOKWE,COMMUNAL,-17.65664445,28.85987781,MALE,ADULT,18,1,0
2009,SEP,MIDLANDS,CHIRUMANZU,RESETTLEMENT,-18.80173626,29.08548922,FEMALE,ADULT,218,2,0
2007,MAR,MIDLANDS,GOKWE,COMMUNAL,-19.02068763,29.6257507,ALL,ADULT,3,2,0
2007,MAR,MIDLANDS,KWEKWE,COMMERCIAL,-19.49829596,32.14904153,FEMALE,ADULT,15,2,0
2000,JUN,MANICALAND,BUHERA,COMMUNAL,-19.30683541,31.84362381,MALE,ADULT,9,1,0
2000,JUN,MANICALAND,BUHERA,COMMUNAL,-18.47487934,31.75653441,FEMALE,ADULT,15,1,0
2000,JUN,MASHONALAND EAST,MARONDERA,COMMERCIAL,-19.08342504,27.64257615,ALL,ALL,860,12,0
2000,JUN,MATEBELELAND NORTH,TSHOLOTSHO,COMMUNAL,-19.08342504,27.64257615,ALL,ADULT,7,9,2
2007,SEP,MATABELELAND SOUTH,GWANDA,RESETTLEMENT,#REF!,#REF!,all,ADULT,28,2,0
2000,JUN,MATEBELELAND NORTH,HWANGE,COMMUNAL,#REF!,#REF!,ALL,ALL,6,1,0
2007,SEP,MATABELELAND SOUTH,GWANDA,RESETTLEMENT,-21.23720683,29.34138425,FEMALE,ADULT,36,1,0
2007,SEP,MATABELELAND SOUTH,GWANDA,RESETTLEMENT,-21.23720683,29.34138425,all,ADULT,28,2,0
2007,SEP,MATABELELAND SOUTH,GWANDA,RESETTLEMENT,-18.47264032,30.58820041,FEMALE,ADULT,36,1,0
2000,JUN,MASHONALAND WEST,KADOMA,COMMUNAL,-20.77616278,29.37640703,ALL,ALL,1675,10,3
2000,JUN,MATABELELAND SOUTH,INSIZA,RESETTLEMENT,-20.62632192,30.26249348,ALL,ADULT,29,9,2
2007,MAR,MIDLANDS,ZVISHAVANE,COMMUNAL,-19.02160851,30.43984174,ALL,ADULT,12,2,0
2007,MAR,MIDLANDS,SHURUGWI,COMMERCIAL,-19.53082285,28.42581284,ALL,ALL,94,10,0
2000,JUN,MATEBELELAND NORTH,BUBI,COMMUNAL,-20.27357632,30.86784896,FEMALE,ADULT,6,5,4
2007,MAR,MASVINGO,CHIVI,COMMUNAL,-18.63428038,30.51582424,ALL,ALL,2122,,0
2000,JUN,MASHONALAND WEST,KADOMA,COMMUNAL,-21.34737593,29.2081898,ALL,ALL,1796,6,1
2007,SEP,MATABELELAND SOUTH,GWANDA,COMMERCIAL,-19.74132654,30.2540547,FEMALE,ADULT,60,1,1
2007,MAR,MIDLANDS,SHURUGWI,COMMUNAL,-18.95778284,30.39628624,ALL,ALL,1121,12,0
2007,MAR,MIDLANDS,MVUMA,RESETTLEMENT,-21.06363554,28.75843104,MALE,ADULT,890,3,0
2000,JUN,MATABELELAND SOUTH,GWANDA,COMMUNAL,-16.2423652,23.38536569,ALL,ADULT,26,2,0
2000,JUN,MIDLANDS,ZVISHAVANE,COMMUNAL,-19.86156081,32.70583356,ALL,ADULT,817,13,0
2000,JUN,MANICALAND,CHIMANIMANI,COMMUNAL,-20.97025707,30.96764924,MALE,ADULT,3,2,1
2000,JUN,MASVINGO,MASVINGO,COMMERCIAL,-18.66339744,29.32641749,ALL,ADULT,185,15,0
2000,JUN,MIDLANDS,KWEKWE,COMMUNAL,-17.44562663,29.17489689,ALL,ALL,1698,1,0
2007,MAR,MIDLANDS,GOKWE,COMMUNAL,-17.59247108,32.49769401,ALL,ALL,22,2,0
