YEAR,MONTH,PROVINCE,DISTRICT,TYPE OF LOCALITY,LATITUDE,LONGITUDE,SEX,AGE,CENSUS,CASES,DEATHS
2012,JUN,MASHONALAND CENTRAL,RUSHINGA,COMMUNAL,-16.63802,32.04247,MALE,ADULT,2049,1,0
2012,MAY,MASHONALAND CENTRAL,SHAMVA,COMMUNAL,-16.9464,31.60652,FEMALE,ADULT,1406,1,0
2012,MAY,MASHONALAND CENTRAL,SHAMVA,COMMUNAL,-16.169341,31.2160652,FEMALE,ADULT,1024,1,0
2012,MAY,MASHONALAND CENTRAL,SHAMVA,COMMUNAL,-16.93419,31.60652,FEMALE,ADULT,1406,1,0
2012,MAY,MASHONALAND CENTRAL,SHAMVA,COMMUNAL,-16.96417,31.60652,FEMALE,ADULT,1406,1,0
2012,MAY,MASHONALAND CENTRAL,SHAMVA,COMMUNAL,-16.9464,31.60652,MALE,ADULT,1406,1,0
2012,JUN,MASHONALAND CENTRAL,SHAMVA,COMMUNAL,-16.9285,31.71672,FEMALE,ADULT,1406,1,0
2012,AUG,MASHONALAND CENTRAL,SHAMVA,COMMUNAL,-16.93417,31.65747,FEMALE,ADULT,,1,0
2012,MAR,MIDLANDS,KWEKWE,COMMUNAL,-18.98341129,28.9946968,ALL,ALL,1737,4,0
2012,MAR,MASHONALAND CENTRAL,RUSHINGA,COMMUNAL,-15.655804,32.06001,ALL,ADULT,,16,0
2012,MAR,MIDLANDS,CHIRUMANZU,COMMUNAL,-19.35898,30.36988,FEMALE,ADULT,558,1,0
2012,MAY,MASHONALAND CENTRAL,SHAMVA,COMMUNAL,-17.45802,31.54559,FEMALE,ADULT,346,1,0
2012,JUN,MASHONALAND CENTRAL,MVURWI,COMMUNAL,-17.02519,30.58546,ALL,ALL,1570,1,0
2012,MAR,MASHONALAND CENTRAL,MBIRE,COMMUNAL,-16.06787,31.03323,FEMALE,ADULT,,1,0
2012,MAR,MASHONALAND WEST,CHEGUTU,RESETTLEMENT,-18.7954,30.40819,MALE,ALL,2300,3,0
2012,MAR,MASHONALAND CENTRAL,BINDURA,RESETTLEMENT,-17.01137,31.33273,MALE,ADULT,3,3,0
2012,APR,MIDLANDS,GOKWE NORTH,COMMUNAL,-17.69814439,29.21470999,MALE,ADULT,16,1,0
2012,JUL,MIDLANDS,CHIRUMANZU,COMMUNAL,-18.9653,-18.9653,ALL,ADULT,751,2,0
2012,MAR,MIDLANDS,GOKWE NORTH,COMMUNAL,-17.36484215,29.12602007,ALL,ALL,1204,7,1
2012,MAR,MIDLANDS,GOKWE NORTH,COMMUNAL,-17.36484215,29.12602007,ALL,ALL,1204,8,2
2012,MAR,MIDLANDS,GOKWE NORTH,COMMUNAL,-17.36484215,29.12602007,ALL,ALL,1204,3,1
2012,NOV,MATEBELELAND NORTH,,COMMUNAL,#REF!,#REF!,ALL,ALL,,4,0
2012,APR,MASHONALAND CENTRAL,SHAMVA,RESETTLEMENT,-17.24532,31.5342,ALL,ADULT,,2,0
2012,APR,MIDLANDS,GOKWE NORTH,COMMUNAL,-17.32967,28.3615,FEMALE,ADULT,1562,1,0
2012,MAY,MIDLANDS,CHIRUMANZU,COMMUNAL,-19.24613254,30.35182911,MALE,ADULT,9,1,0
2012,MAR,MIDLANDS,MBERENGWA,COMMUNAL,-20.51999,30.06794,FEMALE,ADULT,,2,0
2012,NOV,MATEBELELAND NORTH,LUPANE,COMMUNAL,-18.83965245,27.56478101,ALL,ALL,,5,0
2014,JAN,MATEBELELAND NORTH,LUPANE,COMMUNAL,-18.78499976,27.69078486,ALL,ALL,1121,3,0
2014,JAN,MATEBELELAND NORTH,LUPANE,COMMUNAL,-18.92928696,27.77209468,ALL,ALL,19,4,0
2012,MAY,MATEBELELAND NORTH,BUBI,COMMUNAL,-19.78963236,29.53215407,ALL,ALL,,8,0
2012,MAY,MATEBELELAND NORTH,BUBI,COMMUNAL,-19.79575625,29.05518526,FEMALE,ADULT,700,1,0
2012,OCT,MATABELELAND SOUTH,INSIZA,RESETTLEMENT,-20.28857015,29.37083795,MALE,ADULT,299,2,0
2012,NOV,MATABELELAND SOUTH,BEITBRIDGE,URBAN,-22.4478,30.1086,ALL,ALL,49,11,1
2012,NOV,MATABELELAND SOUTH,BEITBRIDGE,COMMUNAL,-21.9847,29.6806,ALL,ALL,50,4,
2012,OCT,MATABELELAND SOUTH,BEITBRIDGE,COMMUNAL,-22.2689,29.987,MALE,JUVENILE,,1,
2012,JAN,MATEBELELAND NORTH,BINGA,COMMUNAL,-17.79000133,27.8803031,MALE,ADULT,,1,0
2012,MAR,MIDLANDS,KWEKWE,COMMUNAL,-18.80191999,29.06898788,ALL,ALL,1893,4,0
2012,SEP,MASHONALAND CENTRAL,SHAMVA,COMMUNAL,-17.05499,31.41963,FEMALE,ADULT,2215,1,0
2012,MAR,MASHONALAND CENTRAL,BINDURA,RESETTLEMENT,-17.25777,31.45152,MALE,ADULT,,2,0
2012,MAR,MIDLANDS,MBERENGWA,COMMUNAL,-20.77904129,30.21461314,ALL,ALL,1998,1,0
2012,JAN,MATEBELELAND NORTH,BINGA,COMMUNAL,-17.99974408,27.2361583,MALE,ADULT,1162,1,0
2012,JAN,MATEBELELAND NORTH,BINGA,COMMUNAL,-17.64652233,27.5703586,ALL,ALL,18,10,0
2012,JAN,MATEBELELAND NORTH,BINGA,COMMUNAL,-17.64652233,27.5703586,ALL,ALL,3717,45,18
2012,JAN,MIDLANDS,GOKWE NORTH,COMMUNAL,-17.8440527,29.09107772,ALL,ALL,2288,6,0
2012,MAR,MIDLANDS,ZVISHAVANE,COMMUNAL,-20.14244,30.15684,ALL,ALL,1326,5,0
2012,JUL,MASHONALAND CENTRAL,MT DARWIN,COMMUNAL,-16.53597,31.50243,FEMALE,ADULT,1905,1,0
2012,MAY,MASHONALAND CENTRAL,MT DARWIN,COMMUNAL,-16.73211,31.7855,ALL,ALL,1368,2,0
2012,MAY,MASHONALAND CENTRAL,MT DARWIN,COMMUNAL,-16.70753,31.58491,FEMALE,ADULT,946,1,0
2012,JAN,MIDLANDS,GOKWE NORTH,COMMUNAL,-17.8440527,29.09107772,ALL,ALL,2288,11,0
2012,MAY,MASHONALAND CENTRAL,MT DARWIN,COMMUNAL,-16.23693,31.72454,MALE,ADULT,3943,1,0
2012,JUL,MASHONALAND CENTRAL,MT DARWIN,COMMUNAL,-16.20587,31.67079,MALE,ADULT,1886,1,0
2014,JAN,MASHONALAND CENTRAL,MT DARWIN,COMMUNAL,-16.23693,31.72454,MALE,ADULT,3819,1,0
2014,FEB,MASHONALAND CENTRAL,MT DARWIN,COMMUNAL,-16.21017,31.60557,FEMALE,ADULT,2544,1,0
2012,JAN,MIDLANDS,GOKWE NORTH,COMMUNAL,-17.85309634,29.09023065,ALL,ALL,8,3,1
2012,JAN,MIDLANDS,GOKWE NORTH,COMMUNAL,-17.8440527,29.09107772,FEMALE,ADULT,2288,1,0
2012,JAN,MIDLANDS,GOKWE NORTH,COMMUNAL,-17.85309634,29.09023065,ALL,ALL,14,3,2
2012,JUL,MASHONALAND CENTRAL,MT DARWIN,COMMUNAL,-16.56956,31.89512,ALL,ADULT,1562,1,0
2012,JAN,MATEBELELAND NORTH,BINGA,COMMUNAL,-17.38250887,28.03552486,ALL,ALL,,34,7
2012,NOV,MASHONALAND CENTRAL,MT DARWIN,COMMUNAL,-16.61862,31.6723,FEMALE,ADULT,2427,1,0
2012,NOV,MASHONALAND CENTRAL,MT DARWIN,COMMUNAL,-16.61862,31.6723,ALL,ALL,2427,2,0
2014,FEB,MASHONALAND CENTRAL,MT DARWIN,COMMUNAL,-16.61862,31.6723,FEMALE,ADULT,2415,1,0
2012,MAR,MASHONALAND WEST,KADOMA,RESETTLEMENT,-17.5767,29.54945,MALE,ADULT,2,2,0
2012,MAR,MASHONALAND WEST,KADOMA,RESETTLEMENT,-18.4761,23.81412,MALE,ADULT,963,1,0
2012,APR,MASHONALAND CENTRAL,MT DARWIN,COMMUNAL,-16.59282,31.42658,FEMALE,ADULT,1291,1,0
2012,APR,MIDLANDS,GOKWE NORTH,COMMUNAL,-17.36648,28.33534,ALL,ADULT,12,3,0
2012,APR,MIDLANDS,GOKWE NORTH,COMMUNAL,-17.76388785,28.98076211,FEMALE,ADULT,2912,1,0
2012,APR,MIDLANDS,GOKWE NORTH,COMMUNAL,-17.15234,28.43733,ALL,ADULT,10,2,0
2012,APR,MIDLANDS,GOKWE NORTH,COMMUNAL,-17.15234,28.43733,ALL,ALL,1463,10,0
2012,JUN,MASHONALAND WEST,HURUNGWE,COMMUNAL,-17.068,29.76589,FEMALE,JUVENILE,,2,
2012,JUN,MASHONALAND WEST,HURUNGWE,COMMUNAL,-17.068,29.76589,FEMALE,JUVENILE,,2,
2012,AUG,MASHONALAND WEST,HURUNGWE,COMMUNAL,-16.62128593,29.37341084,ALL,ADULT,,2,
2012,OCT,MASHONALAND WEST,HURUNGWE,COMMUNAL,-17.5065,29.37716,MALE,ALL,,2,
2012,JUN,MASHONALAND WEST,HURUNGWE,COMMUNAL,-17.7507,29.35679,ALL,ALL,,6,
2012,JUN,MASHONALAND WEST,HURUNGWE,COMMUNAL,-17.7507,29.35679,ALL,ALL,,6,
2012,MAR,MASHONALAND WEST,KADOMA,COMMUNAL,-17.87784809,29.29897985,ALL,ALL,1440,1,0
2012,OCT,MASHONALAND WEST,HURUNGWE,COMMUNAL,-17.9138,29.30988,ALL,ALL,,2,
2012,NOV,MASHONALAND WEST,HURUNGWE,COMMUNAL,-16.57815789,29.92265189,ALL,ADULT,KAPIRI,,2
2012,AUG,MASHONALAND WEST,KARIBA,COMMUNAL,-17.322,28.516,FEMALE,ADULT,,1,
2012,MAR,MATABELELAND SOUTH,BEITBRIDGE,COMMUNAL,-22.1111,30.1886,ALL,ALL,40,3,0
2012,MAR,MATEBELELAND NORTH,BINGA,COMMUNAL,-18.72291173,27.18883481,ALL,ALL,,17,0
2014,JAN,MASHONALAND WEST,ZVIMBA,RESETTLEMENT,-17.8036,30.53705,MALE,ADULT,405,1,0
2012,MAR,MATABELELAND SOUTH,BEITBRIDGE,COMMUNAL,-22.111,30.1886,ALL,ALL,77,5,0
2014,JAN,MASHONALAND WEST,CHEGUTU,COMMUNAL,-17.9841,30.52694,MALE,JUVENILE,2363,15,0
2012,MAR,MIDLANDS,ZVISHAVANE,COMMUNAL,-20.1112,30.08711,FEMALE,ADULT,11,1,0
2012,MAR,MASHONALAND WEST,HURUNGWE,RESETTLEMENT,-16.6155,30.43441,ALL,ALL,799,4,1
2012,APR,MIDLANDS,GOKWE NORTH,COMMUNAL,-17.76388775,28.98077154,ALL,ALL,18,7,0
2012,APR,MIDLANDS,GOKWE NORTH,COMMUNAL,-17.76388785,28.98076211,FEMALE,ADULT,10,1,0
2012,APR,MATEBELELAND NORTH,HWANGE,COMMUNAL,-18.184333,26.615833,FEMALE,JUVENILE,,1,0
2012,APR,MASHONALAND WEST,ZVIMBA,COMMERCIAL,-17.8419,30.71662,ALL,ALL,290,4,
2012,APR,MATEBELELAND NORTH,BINGA,COMMUNAL,-17.54760395,27.34862178,FEMALE,ADULT,852,6,0
2012,JUN,MASHONALAND WEST,CHEGUTU,COMMUNAL,-17.9841,30.52694,ALL,ADULT,,3,0
2012,JUN,MASHONALAND WEST,CHEGUTU,COMMUNAL,-17.9841,30.52694,ALL,ADULT,,3,0
2012,MAY,MASHONALAND WEST,CHEGUTU,RESETTLEMENT,-17.2142,30.36074,FEMALE,ADULT,0,1,0
2012,MAY,MASHONALAND WEST,CHEGUTU,RESETTLEMENT,-17.8738,30.38324,FEMALE,ADULT,9,1,0
2012,MAR,MASHONALAND WEST,KADOMA,RESETTLEMENT,-18.4761,23.81412,ALL,ADULT,943,12,0
2012,APR,MIDLANDS,GOKWE NORTH,COMMUNAL,-17.76388785,28.98076211,ALL,ADULT,38,4,1
2012,MAR,MASHONALAND WEST,HURUNGWE,COMMERCIAL,-16.5393,29.4342,ALL,ALL,1198,3,
2014,JAN,MASHONALAND EAST,GOROMONZI,COMMUNAL,-17.65734254,31.21557325,ALL,ALL,8,2,0
2014,JAN,MASHONALAND EAST,GOROMONZI,COMMUNAL,-19.89203791,30.69345481,ALL,ALL,7,3,0
2014,FEB,MASHONALAND EAST,GOROMONZI,COMMUNAL,-20.08255438,30.75948246,MALE,ADULT,1,1,0
2014,MAR,MASVINGO,BIKITA,COMMUNAL,-20.08979631,30.62269559,ALL,ALL,905,128,0
2014,MAR,MASVINGO,BIKITA,COMMUNAL,-20.78657179,30.72528034,ALL,ALL,2179,3,0
2014,MAR,MASVINGO,BIKITA,COMMUNAL,-20.71331798,30.65054516,ALL,ALL,990,91,0
2014,MAR,MASVINGO,BIKITA,COMMUNAL,-20.59861659,30.22371668,ALL,ALL,1225,21,12
2014,MAR,MASVINGO,BIKITA,COMMUNAL,-20.3370382,30.23990485,ALL,ALL,1987,9,0
2012,OCT,MASVINGO,BIKITA,COMMUNAL,-20.19268457,31.89078687,ALL,ALL,1220,2,0
2014,MAR,MASVINGO,BIKITA,COMMUNAL,-20.74255056,31.70435846,ALL,ALL,1436,12,0
2014,MAR,MASVINGO,BIKITA,COMMUNAL,-204760,3174032,ALL,ALL,1586,38,0
2014,MAR,MASVINGO,BIKITA,COMMUNAL,-20.05662344,31.81045442,ALL,ALL,898,14,0
2014,MAR,MASVINGO,BIKITA,COMMUNAL,-2003512,3159582,ALL,ALL,1411,5,0
